순위,기업명,종목코드,2024년 매출(억원),섹터(추정),채용규모(추정),채용형태(추정),IT/전산직 채용 및 주요 직무,비고 및 특이사항,직원수(공시),"평균연봉(대표,만원)",평균연봉_출처
389,심텍,222800,12314,제조·모빌리티,,수시,"반도체 기판 제조 IT, ERP 운영, 보안",채용 규모/특징: 수시 채용. 청주 기반 탄탄한 중견 제조 전산직,2824,6363,dart
390,서원,021050,12295,제조·모빌리티,극소수,,"비철금속 제조 전산, 일반 전산 지원",채용 규모/특징: 극소수. 전형적인 제조업의 최소 인원 전산 관리,114,6036,dart
391,대한제강,084010,12245,제조·모빌리티,소규모,,"제철 공정 전산, ERP 운영, 인프라","채용 규모/특징: 소수. 부산 기반 고연봉, 안정적인 제조 전산",401,8011,dart
392,KPX홀딩스,092230,12239,기타,극소수,,그룹 IT 전략 및 화학 전산 거버넌스,채용 규모/특징: 극소수. 지주사 성격. 계열사 전산 보안 가이드,20,9455,dart
393,서진시스템,178320,12138,제조·모빌리티,,수시,"금속 가공 제조 전산, 인프라 보안",채용 규모/특징: 수시 채용. 베트남 공장 중심 글로벌 전산망 운영,191,5053,dart
394,대성홀딩스,016710,12124,기타,극소수,,그룹 IT 전략 및 도시가스 전산 기획,채용 규모/특징: 극소수. 대성그룹 지주사. IT 보안 감사 및 전략,45,7002,dart
395,포스코스틸리온,058430,12099,기타,,수시,"제강 공정 전산, 전산 인프라 보안",채용 규모/특징: 수시 채용. 포항 기반 안정적인 포스코 계열 전산직,422,10243,dart
396,SGC E&C,016250,12056,건설·엔지니어링,소규모,,"건설 ERP 운영, 본사/현장 전산 지원",채용 규모/특징: 소수. (구 SGC이테크건설) 건설 IT 인프라 관리,881,4598,dart
397,한화엔진,082740,12022,기타,소규모,수시,"선박 엔진 제조 IT, ERP 운영, 보안",채용 규모/특징: 소수 수시 채용. (구 HSD엔진) 한화 계열 편입 후 IT 고도화,825,7798,dart
398,한솔테크닉스,004710,11995,제조·모빌리티,,수시,"전자 제조 전산, 스마트 팩토리, ERP",채용 규모/특징: 수시 채용. 한솔그룹 계열 제조 IT 인프라 지원,543,6904,dart
399,LG헬로비전,037560,11964,기타,,수시,"방송/통신 전산 시스템, 인프라 운영",채용 규모/특징: 수시 채용. 통신 인프라 및 전산 보안 실무 중심,1075,8358,dart
400,티케이지휴켐스,069260,11882,기타,소규모,,"화학 제조 IT, 전산 인프라 보안, ERP",채용 규모/특징: 소수. (구 휴켐스) 여수 기반의 고연봉 전산직,303,10952,dart
401,한양이엔지,045100,11863,제조·모빌리티,소규모,수시,"반도체 설비 전산 운영, ERP 관리","채용 규모/특징: 소수 수시 채용. 반도체 클린룸 전문, 안정적인 제조 IT",1202,6677,dart
402,롯데이노베이트,286940,11804,기타,대규모,혼합,"SI/SM, 클라우드, 보안, AI 솔루션",채용 규모/특징: 대규모 공채/수시. (구 롯데정보통신) 롯데그룹 IT 전담사,2888,7808,dart
403,드림텍,192650,11727,제조·모빌리티,소규모,수시,"전자부품 제조 IT, 스마트 팩토리",채용 규모/특징: 소수 수시 채용. 글로벌 제조 거점 전산 인프라 지원,454,5901,dart
404,엠케이전자,033160,11706,제조·모빌리티,소규모,,"반도체 소재 전산 운영, 보안",채용 규모/특징: 소수. 용인 기반 반도체 소재 기업 전산 관리,291,6240,dart
405,디와이,013570,11683,기타,소규모,수시,"자동차/기계 제조 전산, ERP 운영",채용 규모/특징: 소수 수시 채용. 디와이오토 등 계열사 통합 전산 운영,60,7935,dart
406,성신양회,004980,11626,제조·모빌리티,극소수,,"시멘트 제조 전산, 일반 전산 지원",채용 규모/특징: 극소수. 단양 공장 및 본사 전산 인프라 유지보수,628,9390,dart
407,INVENI,015360,11604,기타,극소수,정기,(미확인-지주성격) 일반 전산 지원,채용 규모/특징: 극소수. 정보 부재 사유: 외부 공채 부재 및 정보 제한,34,10274,dart
408,피에이치에이,043370,11529,제조·모빌리티,소규모,,"자동차 부품 전산, 스마트 팩토리",채용 규모/특징: 소수. 대구 기반 중견 부품사 제조 IT 지원,644,7979,dart
409,DB하이텍,000990,11312,제조·모빌리티,중간,혼합,"반도체 공정 전산, MES 운영, 보안","채용 규모/특징: 수시/공채. 파운드리 전문, 고도의 제조 전산 환경",2051,8574,dart
410,KTcs,058850,11213,기타,,수시,"고객센터 전산 운영, IT 서비스 지원","채용 규모/특징: 수시 채용 활발. KT 계열 서비스 전문, 시스템 운영 업무",8742,3740,dart
411,제이에스코퍼레이션,194370,11175,기타,소규모,,"글로벌 제조 IT, ERP 유지보수",채용 규모/특징: 소수. 핸드백 OEM 기반 글로벌 전산망 관리,98,6549,dart
412,유니드,014830,11116,기타,소규모,수시,"화학 공정 전산, 전산 보안, 인프라","채용 규모/특징: 소수 수시 채용. OCI 계열, 높은 연봉과 안정적인 전산직",468,10992,dart
413,아세아시멘트,183190,11103,제조·모빌리티,소규모,,"시멘트 제조 IT, 전산 인프라 보안",채용 규모/특징: 소수. 제천 공장 중심의 제조업 전산 유지보수,486,10072,dart
414,예스코,,11060,에너지,소규모,수시,"에너지 전산 운영, 보안, 인프라 관리","채용 규모/특징: 소수 수시 채용. LS 계열 도시가스사, 매우 안정적인 직무",,9000,research
415,NHN KCP,060250,11053,IT·플랫폼,,수시,"결제 시스템(PG) 운영, 보안, 서버","채용 규모/특징: 수시 채용 활발. IT 결제 전문, 컴공 전공자 선호도 높음",407,6029,dart
416,서울반도체,046890,10905,제조·모빌리티,,수시,"제조 공정 IT, ERP 운영, 전산 보안",채용 규모/특징: 수시 채용. 안산 기반 LED 제조 전산 시스템 관리,218,7265,dart
417,파라다이스,034230,10721,기타,대규모,수시,"카지노/리조트 전산, 보안, 네트워크",채용 규모/특징: 수시 채용. 대규모 전산 서비스 및 보안 인력 필요,1396,6607,dart
418,송원산업,004430,10702,제조·모빌리티,소규모,수시,"화학 제조 IT, 글로벌 ERP 운영, 보안",채용 규모/특징: 소수 수시 채용. 울산 기반 글로벌 정밀화학 전산 관리,619,9429,dart
419,동성케미컬,102260,10663,제조·모빌리티,소규모,,"화학 제조 IT, 전산 인프라 지원",채용 규모/특징: 소수. 부산 기반 중견 화학사 전산 유지보수,600,7808,dart
420,TP,007980,10642,기타,극소수,,"(구 태웅) 단조 제조 전산, 인프라",채용 규모/특징: 극소수. 부산 기반 대형 단조 설비 전산 지원,284,5034,dart
421,극동유화,014530,10628,제조·모빌리티,극소수,,"정유/화학 전산 시스템, ERP 운영",채용 규모/특징: 극소수. 보수적인 제조업 전산 인프라 유지,112,7934,dart
422,쿠쿠홈시스,284740,10572,기타,,수시,"렌탈 전산 플랫폼, 고객 관리 시스템",채용 규모/특징: 수시 채용. 렌탈 비즈니스 특화 전산 시스템 운영,842,5953,dart
423,엠씨넥스,097520,10571,제조·모빌리티,,수시,"전자부품 제조 IT, 전산 보안, 인프라",채용 규모/특징: 수시 채용. 카메라 모듈 제조 기반 전산 지원 업무,459,5561,dart
424,엘에스엠트론,,10554,제조·모빌리티,중간,혼합,"기계/부품 제조 IT, 스마트 팩토리",채용 규모/특징: 수시/정기 공채. LS 계열 기계 제조 부문 IT 인프라 지원,,8000,research
425,크라운해태홀딩스,005740,10469,기타,소규모,,그룹 IT 전략 및 전산 보안 거버넌스,채용 규모/특징: 소수 (지주사). 실제 IT 운영은 크라운제과/해태제과 위주,86,5560,dart
426,SBS,034120,10467,기타,중간,정기,"방송 전산 시스템 운영, 보안, 인프라",채용 규모/특징: 정기 공채. 미디어 특화 IT 인프라 및 전산 보안 핵심,880,10589,dart
427,차바이오텍,085660,10450,바이오·헬스,,수시,"바이오 제조 IT, 전산 보안, 인프라",채용 규모/특징: 수시 채용. 제약/바이오 기반의 안정적인 전산직,334,4565,dart
428,태웅로직스,124560,10438,유통·물류,소규모,,"물류 전산 시스템 운영, ERP 관리",채용 규모/특징: 소수. 국제 물류망 연동 전산 시스템 유지보수,379,5971,dart
429,현대커머셜,,10424,금융,중간,혼합,"금융 IT 시스템 운영, 인프라 보안","채용 규모/특징: 수시/정기 공채. 현대카드와 협업, 고수준 금융 전산 환경",,11000,research
430,피엔티,137400,10351,제조·모빌리티,소규모,,"설비 제조 IT, 전산 인프라 지원",채용 규모/특징: 소수. 이차전지 설비 제조 기반 전산 유지보수,589,5539,dart
431,나래에너지서비스,,10234,에너지,극소수,,"발전소 IT 운영, 전산 보안, 인프라",채용 규모/특징: 극소수. SK E&S 계열의 안정적인 에너지 전산직,,10000,research
432,보령,003850,10171,바이오·헬스,중간,혼합,"제약 전산 시스템, ERP 운영, 보안",채용 규모/특징: 수시/정기 공채. 안정적인 제약 인프라 관리 및 전산 지원,1646,7356,dart
433,AJ네트웍스,095570,10142,기타,소규모,,"렌탈 전산 플랫폼, 일반 전산 지원",채용 규모/특징: 소수. 렌탈 자산 관리 및 사내 전산 유지보수,635,6215,dart
434,KISCO홀딩스,001940,10132,제조·모빌리티,극소수,,그룹 IT 전략 및 제조 전산 기획,채용 규모/특징: 극소수 (지주사). 한국철강 등 계열사 전산 거버넌스 관리,33,10336,dart
435,세아특수강,019440,10087,제조·모빌리티,소규모,수시,"철강 제조 IT, 전산 인프라 보안",채용 규모/특징: 소수 수시 채용. 포항/충주 공장 중심의 안정적 전산직,456,7764,dart
436,웅진,016880,10081,기타,중간,혼합,"그룹 IT 서비스(SI/SM), 전산 운영",채용 규모/특징: 수시/정기 공채. 웅진그룹의 IT 사업 및 대외 SI 수행,929,4907,dart
437,에어부산,298690,10068,기타,,수시,"항공 전산 시스템 운영, 보안, 인프라",채용 규모/특징: 수시 채용. 부산 기반 항공 IT 인프라 유지보수,1462,5852,dart
438,아주스틸,139990,9997,제조·모빌리티,소규모,,"철강 제조 IT, 스마트 팩토리 기획",채용 규모/특징: 소수. 구미 기반 제조업 전산 시스템 지원,683,4682,dart
439,성도이엔지,037350,9996,건설·엔지니어링,소규모,,"반도체 설비 전산, ERP 시스템 관리",채용 규모/특징: 소수. 하이테크 플랜트 기반 전산 인프라 운영,658,6904,dart
440,아이티센씨티에스,031820,9953,기타,,수시,"SI/SM, 공공 IT 서비스 운영","채용 규모/특징: 수시 채용 활발. IT 서비스 전문, 다양한 공공 전산 프로젝트",597,6691,dart
441,대성에너지,117580,9951,에너지,소규모,수시,"도시가스 IT 운영, 전산 보안, 인프라",채용 규모/특징: 소수 수시 채용. 대구 기반의 안정적인 에너지 전산직,406,8418,dart
442,HDC현대EP,089470,9906,제조·모빌리티,소규모,,"화학 제조 IT, ERP 시스템 유지보수",채용 규모/특징: 소수. HDC 계열 화학 부문 전산 지원 업무,384,7248,dart
443,에스엠,041510,9897,기타,,수시,"엔터 플랫폼 IT, 전산 보안, 인프라",채용 규모/특징: 수시 채용 활발. 아티스트 플랫폼 및 팬덤 데이터 전산 관리,723,7531,dart
444,나이스정보통신,036800,9751,금융,중간,혼합,"결제 시스템 보안, 전산 서버 운영","채용 규모/특징: 수시/정기 공채. VAN/PG 부동의 1위, 고도의 보안 전산직",230,9226,dart
445,모베이스전자,012860,9715,제조·모빌리티,소규모,,"자동차 전자부품 전산, 스마트 팩토리",채용 규모/특징: 소수. 제조업 기반의 전산 유지보수 및 보안 관리,1172,6375,dart
446,SNT모티브,064960,9689,제조·모빌리티,중간,혼합,"방산/정밀기계 제조 전산, 보안",채용 규모/특징: 수시/정기 공채. 고보안 방산 인프라 및 제조 전산 핵심,586,8551,dart
447,DS단석,017860,9617,제조·모빌리티,소규모,,"바이오 에너지 제조 IT, ERP 관리",채용 규모/특징: 소수. 시흥/평택 기반 성장하는 제조 전산직,444,5692,dart
448,종근당홀딩스,001630,9578,기타,소규모,,그룹 IT 전략 및 제약 전산 거버넌스,채용 규모/특징: 소수 (지주사). 실제 실무는 종근당(본체)에서 주로 채용,37,13027,dart
449,신세계건설,034300,9550,건설·엔지니어링,,수시,"건설 ERP 운영, 현장 전산 지원",채용 규모/특징: 수시 채용. 신세계 그룹 건설 부문 전산 인프라 관리,630,8091,dart
450,남양유업,003920,9528,기타,소규모,,"식품 제조/유통 전산, ERP 유지보수","채용 규모/특징: 소수. 보수적인 전산 환경, 인프라 유지보수 중심",1887,5879,dart
451,인천도시가스,034590,9436,에너지,소규모,,"에너지 관리 전산, 전산 보안, 인프라",채용 규모/특징: 소수. 인천 지역 기반 매우 안정적인 전산직,207,8882,dart
452,메가스터디교육,215200,9422,에너지,,수시,"교육 플랫폼 운영, 서버 인프라, 보안",채용 규모/특징: 수시 채용 활발. 에듀테크 기반의 시스템 운영 및 보안 직무,2168,4134,dart
453,신원,009270,9395,유통·물류,소규모,,"패션 유통 전산, 해외 법인 ERP 관리",채용 규모/특징: 소수. 의류 제조/유통 기반 글로벌 전산망 지원,785,5967,dart
454,휴비스,079980,9394,제조·모빌리티,소규모,수시,"화학 제조 IT, ERP 시스템 유지보수",채용 규모/특징: 소수 수시 채용. 전주 공장 및 본사 전산 인프라 운영,704,7926,dart
455,케이조선,067250,9347,제조·모빌리티,,수시,"조선 제조 IT, 현장 전산 시스템 지원",채용 규모/특징: 수시 채용. 진해 기반 중형 조선소 전산 인프라 관리,974,7078,dart
456,대원산업,005710,9315,제조·모빌리티,극소수,,"자동차 부품 제조 IT, 일반 전산 지원",채용 규모/특징: 극소수. 안산 기반 자동차 시트 제조 전산 유지보수,582,9657,dart
457,야놀자,,9245,기타,대규모,수시,"플랫폼 인프라, 보안, 전산 기획, 데이터","채용 규모/특징: 대규모 수시 채용. 컴공 전공자 선호, 기술 중심의 전산 조직",,8000,research
458,지누스,013890,9204,유통·물류,소규모,,"글로벌 가구 제조 IT, ERP 관리, SCM","채용 규모/특징: 소수. 현대백화점 계열, 글로벌 이커머스 연동 전산",145,7450,dart
459,여주에너지서비스,,9184,에너지,극소수,,"발전소 전산 시스템, 보안, 인프라","채용 규모/특징: 극소수. SK E&S 계열, 소수 정예 에너지 전산직",,10000,research
460,동화기업,025900,9180,기타,,수시,"소재 제조 IT, 스마트 팩토리, ERP",채용 규모/특징: 수시 채용. 인천 본사 및 해외 법인 통합 전산 관리,734,7498,dart
